Date,Open,High,Low,Close,rsi,ema_fast,ema_slow,volatility,target
2011-06-06,8.906,8.974,8.836,8.864,56.987.133.396.382.800,8.761.898.559.324.260,8.660.052.503.298.110,19.726.749.225.687.900,1
2011-06-13,8.832,8.853,8.722,87.857,5.351.336.909.905.920,8.765.072.084.747.690,8.665.896.572.912.150,19.635.420.275.272.600,0
2011-06-20,8.834,89.455,87.893,8.903,57.675.679.495.597.700,8.783.462.473.448.000,8.676.924.639.288.330,19.274.737.687.633.500,0
2011-06-27,8.879,9.081,8.859,90.324,61.744.946.212.587.400,8.816.654.143.654.930,8.693.458.376.995.850,19.397.145.397.434.400,0
2011-07-04,90.531,9.065,88.653,8.989,59.672.697.083.028.400,883.963.359.116.761,8.707.204.498.996.040,19.685.457.536.522.600,0
2011-07-11,886,8.889,8.745,8.766,50.326.460.805.963.900,8.829.815.779.011.920,8.709.939.173.461.340,20.732.566.664.592.200,0
2011-07-18,87.616,8.852,8.704,88.309,5.265.079.360.133.680,8.829.960.341.810.330,8.715.565.258.416.630,20.307.280.053.672.000,0
2011-07-25,8.816,88.815,873,87.573,4.980.462.464.099.460,8.820.272.296.235.620,8.717.506.409.187.950,20.250.943.886.305.700,1
2011-08-01,87.521,88.038,8.644,8.659,4.621.154.662.467.170,8.798.769.323.404.210,871.478.518.085.363,20.336.121.637.619.700,1
2011-08-08,8.706,8.883,8.662,87.644,5.034.780.099.967.790,8.794.186.746.950.310,8.717.092.846.860.430,2.048.201.657.013.390,0
2011-08-15,87.587,88.272,8.653,86.757,4.706.754.723.814.970,8.778.388.514.023.600,8.715.167.598.169.250,20.647.684.405.495.900,1
2011-08-22,8.718,8.865,8.697,88.251,5.266.189.505.634.240,8.784.616.712.153.790,8.720.280.733.138.120,20.380.428.734.582.500,0
2011-08-29,8.865,8.883,876,881,5.206.297.690.434.750,8.788.001.150.533.280,8.724.453.722.294.490,19.954.363.394.943.500,0
2011-09-05,87.523,88.401,85.984,87.013,4.784.463.730.908.120,8.776.440.997.128.840,8.723.376.804.978.460,20.744.627.975.317.900,0
2011-09-12,85.809,879,8.536,87.806,5.096.595.916.588.500,8.776.995.530.845.000,8.726.038.348.932.950,2.115.514.403.686.410,0
2011-09-19,8.713,87.913,867,8.776,5.077.612.757.479.160,8.776.862.793.399.000,8.728.362.146.657.000,2.064.162.936.654.470,0
2011-09-26,8.745,87.451,0.86,87.071,4.789.836.444.793.570,8.767.561.087.612.460,8.727.373.209.603.190,2.076.271.262.344.490,1
2011-10-03,8.572,8.724,8.534,8.699,4.755.712.319.875.080,875.841.960.926.414,8.726.053.525.435.600,20.857.727.457.070.300,0
2011-10-10,86.127,87.852,8.607,8.724,48.770.240.589.043.600,8.753.830.328.028.920,8.725.958.012.624.640,2.077.141.731.297.650,0
2011-10-17,8.771,87.952,8.669,87.224,4.869.260.800.988.180,8.749.639.617.625.060,8.725.792.523.665.350,2.032.474.663.181.900,0
2011-10-24,86.853,88.274,8.673,8.809,53.048.904.585.657.200,8.757.554.335.275.050,8.729.662.638.843.710,19.939.407.831.908.200,0
2011-10-31,8.773,8.782,8.547,8.618,4.414.604.609.785.670,8.738.947.090.571.710,8.724.469.027.734.700,2.109.704.908.900.500,0
2011-11-07,85.976,8.606,84.857,85.376,4.102.494.108.868.130,871.210.081.182.882,8.715.777.445.049.360,20.881.468.844.017.600,0
2011-11-14,85.654,0.86,8.516,8.542,4.126.965.599.482.500,8.689.420.703.584.970,8.707.694.773.186.600,20.082.359.176.797.900,0
2011-11-21,85.801,8.662,85.446,8.612,4.516.779.899.388.160,867.909.794.310.698,870.324.385.350.351,19.491.620.140.888.900,0
2011-11-28,8.594,86.135,852,85.856,43.982.133.755.773.800,8.666.631.550.692.710,8.697.772.046.363.810,18.932.896.149.144.800,0
2011-12-05,8.595,86.116,8.495,8.534,4.167.919.223.100.800,8.648.947.343.933.680,8.690.154.741.881.770,18.662.773.706.144.000,0
2011-12-12,8.541,8.551,837,8.392,3.608.032.261.419.700,8.614.687.698.075.860,8.676.287.079.468.660,1.916.353.534.409.500,0
2011-12-19,8.397,84.152,8.301,8.325,33.774.921.242.494.000,8.576.062.671.665.740,8.659.948.145.539.890,18.917.761.063.057.800,0
2011-12-26,83.606,8.408,8.331,83.427,3.495.730.327.425.850,854.494.764.877.698,864.519.241.784.036,18.239.852.900.049.700,1
2012-01-02,83.416,83.704,822,82.217,30.896.256.537.324.600,8.501.847.962.273.380,8.625.495.096.080.340,18.492.917.438.522.300,1
2012-01-09,8.223,8.375,8.223,8.267,33.988.115.748.090.100,8.470.534.900.636.930,8.608.820.905.564.970,18.402.442.162.089.200,1
2012-01-16,8.264,83.773,8.253,829,3.556.448.429.740.210,8.446.463.580.552.000,8.593.992.026.236.370,18.111.570.408.425.800,1
2012-01-23,8.292,8.407,8.286,8.399,42.564.505.304.682.300,8.440.135.103.145.070,8.584.922.629.667.240,17.628.662.790.774.800,1
2012-01-30,83.994,83.994,8.275,8.307,3.873.916.318.321.060,8.422.383.756.059.060,8.571.995.995.729.230,17.620.430.309.518.000,1
2012-02-06,83.057,84.061,8.264,8.386,4.343.980.877.710.940,8.417.532.588.584.520,8.563.345.019.183.680,17.418.042.737.514.500,0
2012-02-13,83.908,8.401,8.248,8.331,4.107.666.553.539.550,8.405.994.910.106.580,8.552.538.274.105.370,17.592.470.318.760.900,0
2012-02-20,83.332,85.043,83.157,84.778,4.904.451.517.409.090,8.415.568.922.092.370,8.549.062.075.309.770,1.764.202.061.293.500,0
2012-02-27,84.776,84.891,8.305,833,42.773.200.110.354.900,8.404.159.732.480.050,8.538.873.141.574.430,18.251.172.959.873.300,1
2012-03-05,8.327,8.397,8.318,8.371,4.487.882.379.168.010,8.399.738.434.816.040,8.531.065.088.477.950,17.538.607.094.430.400,0
2012-03-12,8.371,8.421,8.286,8.319,4.273.133.019.287.640,8.388.973.310.173.900,8.521.201.595.990.600,17.546.784.811.337.200,0
2012-03-19,83.207,837,8.283,8.361,4.501.970.980.436.380,8.385.243.535.484.050,8.513.750.358.967.780,16.954.842.525.600.900,0
2012-03-26,8.365,8.394,8.324,8.347,44.383.072.957.463.900,8.380.144.397.419.510,8.505.994.528.318.120,16.369.206.204.411.600,0
2012-04-02,83.421,83.573,8.234,8.241,3.979.452.838.508.930,8.361.591.811.096.910,8.493.669.201.419.600,16.464.185.470.269.800,0
2012-04-09,8.241,8.275,8.226,8.242,3.985.769.919.471.530,834.564.623.628.399,848.196.365.716.753,15.710.971.522.051.000,0
2012-04-16,8.235,82.603,8.161,8.186,37.485.678.022.058.100,8.324.360.071.446.120,8.468.197.905.671.360,15.555.022.117.043.700,0
2012-04-23,8.186,822,8.134,8.149,3.596.282.322.841.650,8.300.978.728.586.640,8.453.351.491.454.090,15.263.348.207.944.500,0
2012-04-30,8.132,8.197,80.365,8.047,3.209.224.098.479.800,8.267.114.898.108.420,8.434.451.422.084.130,15.777.426.539.660.000,1
2012-05-07,80.414,80.768,79.967,80.213,31.181.617.602.005.400,8.234.339.578.360.630,8.415.235.076.870.910,15.410.686.615.995.300,1
2012-05-14,8.023,8.082,795,8.072,3.509.435.535.021.590,8.212.694.301.245.880,8.399.270.654.690.870,15.388.101.967.891.500,1
2012-05-21,8.076,80.979,79.809,8.013,3.276.009.060.941.860,8.186.068.394.413.090,838.130.457.772.851,15.437.109.947.252.400,1
2012-05-28,8.013,8.093,7.971,8.085,3.816.527.418.412.530,8.172.592.608.491.350,8.367.522.969.462.060,15.284.639.156.244.600,0
2012-06-04,80.777,81.558,805,81.372,4.181.703.138.915.050,8.167.873.594.025.830,8.356.810.273.208.010,15.030.547.525.272.700,0
2012-06-11,8.137,8.152,8.011,8.097,3.986.450.863.267.800,8.158.423.781.489.050,8.344.726.074.454.150,1.527.007.734.076.500,0
2012-06-18,80.845,8.099,8.022,8.043,3.734.221.648.470.830,8.143.033.943.957.180,8.330.692.303.549.310,14.958.380.943.200.500,0
2012-06-25,8.045,8.093,7.984,8.069,3.933.256.388.341.550,8.133.162.751.429.550,8.318.520.568.500.500,14.810.061.018.714.500,0
2012-07-02,80.705,80.755,7.906,7.923,329.944.634.200.617,8.105.141.051.238.950,8.300.124.262.988.850,15.533.717.122.663.600,1
2012-07-09,79.265,79.468,78.576,7.862,30.763.922.316.353.500,8.072.722.244.407.090,82.797.463.902.917,1.534.648.880.616.740,0
2012-07-16,786,78.735,7.754,7.762,27.483.727.466.105.600,8.031.292.611.819.470,8.255.665.162.836.270,15.533.581.504.427.700,1
2012-07-23,77.695,7.873,7.764,7.822,3.215.778.334.032.550,8.003.386.930.243.540,8.235.494.690.146.210,15.327.022.457.590.100,1
2012-07-30,78.234,7.944,779,79.236,3.929.325.249.903.900,7.992.748.672.877.740,822.098.796.037.197,15.438.000.815.128.300,1
2012-08-06,7.938,79.611,7.828,7.837,3.583.367.748.500.190,797.198.218.316.071,820.312.805.523.839,15.706.803.463.094.100,1
2012-08-13,7.834,78.836,7.812,78.621,3.754.991.857.135.430,7.957.331.225.405.940,8.187.266.285.227.300,1.518.882.490.159.380,1
2012-08-20,786,793,7.834,79.126,40.970.817.578.123.500,7.951.367.062.018.480,8.174.491.109.170.210,14.880.505.083.796.400,1
2012-08-27,7.913,79.546,7.901,7.925,41.813.654.047.423.100,7.947.851.453.749.350,8.162.886.871.534.390,14.279.092.373.489.100,1
2012-09-03,7.923,8.006,7.886,7.992,46.277.133.399.648.900,7.953.737.926.582.770,8.154.938.644.951.390,14.220.501.678.273.900,1
2012-09-10,79.934,81.135,7.967,8.082,5.164.327.040.808.750,7.970.839.536.371.730,8.151.546.149.837.380,14.352.469.706.631.600,0
2012-09-17,8.082,81.011,7.969,79.863,46.342.531.160.270.500,7.972.900.931.522.170,8.143.860.282.403.080,14.668.482.116.669.000,1
2012-09-24,7.986,7.995,79.229,7.953,4.462.609.152.312.620,7.970.247.473.985.880,8.134.983.059.965.730,14.325.319.138.048.500,1
2012-10-01,7.943,8.078,79.421,8.068,5.133.027.602.547.670,7.983.281.144.121.090,8.131.867.568.804.530,14.315.642.222.923.900,0
2012-10-08,8.066,8.099,80.196,8.054,5.052.824.735.717.560,7.992.710.324.904.950,8.128.245.821.418.270,14.020.378.684.142.300,0
2012-10-15,80.532,8.146,80.373,81.364,54.986.296.933.630.900,8.011.868.948.250.950,8.128.625.085.538.350,13.841.341.633.954.100,0
2012-10-22,8.139,81.628,8.001,8.033,4.901.713.290.918.350,8.014.686.421.817.490,8.124.177.407.141.220,14.456.820.943.221.300,1
2012-10-29,8.032,80.752,7.996,8.005,4.751.297.497.123.470,8.013.394.898.908.490,8.118.634.271.925.350,14.177.847.365.750.500,1
2012-11-05,80.042,80.294,7.952,80.021,4.735.090.651.971.550,8.011.888.912.387.360,8.113.214.073.231.150,13.860.805.164.687.400,1
2012-11-12,80.041,80.643,797,80.217,4.862.637.355.560.860,8.013.197.057.402.380,8.108.957.604.708.770,13.678.986.259.667.800,1
2012-11-19,8.024,81.075,8.007,80.901,52.913.438.222.409.100,8.023.450.783.082.060,8.108.080.506.815.340,13.481.851.831.509.300,1
2012-11-26,8.093,81.319,8.059,81.096,5.408.967.134.729.080,8.034.937.345.337.780,8.108.151.180.916.950,13.130.856.229.717.300,1
2012-12-03,81.107,8.146,8.032,8.045,4.966.361.120.097.680,8.036.279.032.626.080,8.105.213.916.688.250,13.303.008.895.025.300,1
2012-12-10,80.481,8.153,8.034,8.139,5.538.456.125.005.830,8.049.975.161.609.270,8.106.785.362.423.680,13.254.481.818.459.800,1
2012-12-17,8.141,81.681,8.111,8.159,5.651.694.333.851.080,8.064.511.806.728.030,8.109.213.950.217.930,12.777.449.597.865.400,1
2012-12-24,8.159,8.225,8.148,8.182,57.842.106.188.888.300,8.080.176.899.164.290,8.112.599.347.882.210,1.250.362.945.225.400,1
2012-12-31,81.826,81.862,8.086,8.133,5.406.207.954.080.560,8.087.219.979.275.720,8.113.548.215.422.570,12.560.477.159.354.700,1
2013-01-07,81.329,82.862,81.046,8.285,6.229.387.945.893.130,8.113.590.648.705.620,8.121.522.717.030.830,1.301.497.275.266.330,1
2013-01-14,8.285,8.405,8.265,8.397,6.698.800.181.029.460,8.151.378.562.211.540,8.134.335.613.913.110,13.115.038.026.553.700,1
2013-01-21,8.399,8.545,8.364,8.532,7.158.059.487.700.870,8.202.128.087.250.000,8.152.831.631.870.640,13.500.859.503.856.300,1
2013-01-28,8.535,8.701,8.529,869,7.582.037.817.061.820,8.267.177.675.616.670,8.177.816.207.132.470,13.722.351.904.732.200,0
2013-02-04,86.893,86.923,8.441,8.459,613.983.872.926.332,8.292.753.985.534.440,8.190.894.523.079.800,15.212.150.158.559.800,1
2013-02-11,8.459,8.681,8.457,8.619,661.947.895.659.958,8.336.253.454.129.850,8.210.806.405.727.250,15.719.709.914.030.000,0
2013-02-18,8.617,8.772,86.008,8.738,6.925.464.767.107.470,8.389.819.660.245.870,8.235.327.038.019.010,15.797.553.679.636.700,0
2013-02-25,8.738,88.139,8.576,8.657,6.494.551.794.018.570,8.425.443.705.546.420,8.254.939.733.925.100,16.769.313.954.724.100,0
2013-03-04,8.657,87.383,8.589,8.711,6.644.450.445.596.250,8.463.517.878.140.230,8.276.151.839.323.930,16.699.209.224.614.200,0
2013-03-11,87.114,87.928,8.529,8.536,5.781.607.506.858.670,8.473.182.161.054.870,8.288.237.800.285.610,18.031.769.231.347.800,1
2013-03-18,85.351,85.909,84.843,854,5.795.048.775.806.990,8.482.091.206.247.550,8.299.947.670.039.770,1.762.754.573.489.630,1
2013-03-25,85.409,856,8.416,8.426,52.788.010.804.712,8.474.612.378.747.880,8.305.810.569.107.680,17.810.604.315.623.300,0
2013-04-01,8.425,8.519,84.104,8.473,5.458.433.371.999.750,847.439.739.491.483,8.313.586.821.707.330,17.362.192.304.334.300,0
2013-04-08,8.463,8.559,84.627,85.383,5.703.053.433.458.020,8.482.917.742.259.510,8.324.038.597.441.870,1.680.434.981.311.200,0
2013-04-15,853,86.351,8.503,8.577,5.845.860.571.949.120,8.495.462.043.291.580,8.335.804.244.072.480,16.633.750.896.257.700,0
2013-04-22,85.754,85.896,8.398,8.425,5.125.363.904.777.190,8.486.067.104.186.030,8.339.952.883.883.060,1.734.870.588.116.680,1
2013-04-29,84.175,8.493,8.404,84.239,51.204.454.911.262.800,8.477.778.156.961.230,834.385.740.091.176,16.866.271.744.125.900,1
2013-05-06,8.423,84.861,8.401,8.444,5.210.882.030.595.760,8.473.274.402.699.730,834.851.519.621.819,16.344.126.218.865.900,1
2013-05-13,845,85.133,8.413,8.454,5.257.970.721.727.040,847.070.448.233.977,835.342.146.616.153,1.600.617.985.820.190,1
2013-05-20,8.454,8.596,8.444,8.551,5.699.663.171.086.090,8.481.410.551.361.130,8.362.611.165.409.830,15.963.973.961.074.800,0
2013-05-27,855,85.955,8.524,8.549,5.687.899.291.049.610,8.490.422.477.846.310,8.371.280.413.530.300,154.245.545.630.647,1
2013-06-03,85.445,85.572,8.479,8.504,5.416.988.377.304.620,8.492.232.814.133.470,8.377.453.417.552.150,15.055.425.350.048.000,1
2013-06-10,8.502,8.549,8.471,8.489,5.325.927.200.742.000,849.180.177.224.901,838.264.163.068.926,14.661.051.977.336.300,1
2013-06-17,84.886,85.899,8.476,8.514,546.282.434.226.678,8.494.761.535.949.140,8.388.751.322.285.100,1.452.942.811.053.140,1
2013-06-24,8.514,85.896,8.468,8.556,5.691.149.765.853.600,8.502.926.664.489.250,8.396.530.330.550.910,14.440.544.330.877.500,1
2013-07-01,8.557,863.263,8.481,8.622,60.293.038.678.022.100,8.518.803.109.224.020,8.407.017.291.920.640,1.456.260.450.703.220,1
2013-07-08,86.212,86.838,8.575,8.647,6.152.476.795.682.210,8.535.896.027.994.150,8.418.179.278.342.930,14.382.065.528.715.300,0
2013-07-15,8.647,870.878,8.573,86.097,586.037.929.311.086,8.545.736.557.594.930,8.427.087.218.885.120,14.539.102.641.276.800,0
2013-07-22,86.063,8.642,8.578,863,5.972.449.643.044.970,8.556.971.683.248.940,8.436.525.022.657.910,13.998.552.028.950.600,0
2013-07-29,863,87.681,86.212,8.686,627.226.372.647.645,8.574.175.458.815.740,8.448.128.509.976.140,14.122.870.564.520.600,0
2013-08-05,8.685,87.242,85.794,8.597,55.634.358.368.339.400,8.577.218.730.973.640,8.455.052.765.326.090,14.452.934.565.251.500,0
2013-08-12,8.596,8.609,8.504,85.282,50.850.333.717.290.400,8.570.682.900.177.160,8.458.454.962.287.670,14.408.285.955.059,0
2013-08-19,8.529,85.992,8.513,85.907,546.642.195.143.807,8.573.351.846.820.200,8.464.605.894.274.290,1.399.850.731.991.850,0
2013-08-26,85.912,86.476,85.014,8.508,4.922.154.313.910.210,856.463.826.724.418,8.466.624.224.773.160,14.352.380.103.028.400,0
2013-09-02,8.511,85.113,83.928,84.242,4.439.770.152.618.120,8.545.913.164.944.950,8.464.651.005.016.270,14.464.541.346.150.300,1
2013-09-09,84.249,84.523,8.357,8.388,42.461.790.671.935.300,8.524.858.076.285.620,8.461.085.841.992.250,14.300.858.877.538.600,1
2013-09-16,83.824,84.664,83.522,84.482,4.662.951.176.059.570,8.514.636.999.447.540,8.460.486.500.504.240,14.150.291.147.753.500,1
2013-09-23,84.493,8.451,83.469,83.469,4.121.901.047.299.260,8.492.272.066.187.870,8.455.203.407.457.530,14.189.856.334.754.400,1
2013-09-30,83.453,84.755,83.326,84.603,48.432.435.898.012.000,848.800.912.402.949,8.455.440.458.273.460,14.206.158.291.645.400,1
2013-10-07,8.458,85.085,84.247,8.488,500.450.648.440.423,8.488.007.907.492.220,8.456.954.855.563.070,1.385.358.062.586.250,0
2013-10-14,8.488,84.951,8.435,84.601,4.840.318.675.598.030,8.484.286.853.159.920,8.457.101.141.350.830,13.413.886.534.439.600,0
2013-10-21,8.459,85.543,8.449,8.536,5.292.765.686.610.520,8.491.181.939.405.270,8.460.770.855.706.610,13.226.140.372.792.200,0
2013-10-28,8.535,8.585,8.446,8.473,49.080.521.483.380.600,8.488.757.680.817.900,8.461.339.653.115.600,1.354.452.247.380.760,0
2013-11-04,8.472,8.475,83.028,83.398,4.211.105.846.472.740,8.468.896.656.708.840,845.568.664.599.395,14.252.787.887.748.500,1
2013-11-11,83.408,84.632,83.383,83.665,438.327.872.573.012,8.455.243.769.147.660,8.451.538.429.901.200,14.258.823.074.516.500,1
2013-11-18,8.366,8.414,8.316,8.348,4.288.113.012.581.280,844.094.459.992.798,844.672.268.897.557,14.108.201.812.994.100,1
2013-11-25,83.475,8.389,8.289,82.933,4.010.834.364.794.330,8.421.258.653.270.910,843.958.674.995.345,14.048.160.163.310.600,1
2013-12-02,8.294,8.393,82.541,8.393,4.685.384.963.539.430,8.417.490.832.834.790,843.741.992.437.422,14.071.870.154.303.600,0
2013-12-09,8.394,84.395,835,8.426,48.905.147.930.861.000,8.418.625.388.456.820,8.436.888.765.101,13.774.267.409.259.700,0
2013-12-16,8.427,8.465,83.298,8.375,4.595.316.810.777.870,8.412.808.669.995.910,8.434.010.217.887,14.021.370.605.334.700,0
2013-12-23,83.748,83.876,8.328,83.414,4.406.597.652.337.970,8.403.287.513.996.450,8.429.702.765.892.250,13.582.652.489.440.100,0
2013-12-30,83.427,8.373,8.273,8.283,4.092.041.074.903.020,8.387.249.178.796.920,8.422.879.381.432.150,13.563.739.735.261.500,0
2014-01-06,8.283,83.297,8.224,8.289,4.138.336.633.870.460,8.374.149.288.290.670,8.416.652.433.458.560,13.496.630.051.472.900,1
2014-01-13,82.881,83.453,8.236,82.391,3.866.940.688.915.360,8.356.142.716.518.580,8.408.394.180.739.550,13.556.060.773.425.000,0
2014-01-20,82.393,8.305,81.715,8.301,4.360.974.198.329.820,8.348.790.354.316.100,8.403.399.102.565.620,13.642.647.393.070.000,0
2014-01-27,8.297,83.016,81.888,8.207,3.853.352.817.645.400,8.329.884.973.740.620,839.426.426.058.583,13.795.009.557.419.300,1
2014-02-03,8.204,83.485,8.203,82.995,4.528.310.294.083.990,8.325.833.643.908.540,8.389.856.620.558.580,1.391.911.186.294.030,0
2014-02-10,8.299,83.351,8.171,8.173,38.979.262.387.293.800,8.305.455.824.720.730,8.379.770.266.113.990,14.559.103.107.655.400,1
2014-02-17,8.173,8.267,81.573,8.259,4.462.328.611.779.810,8.299.261.714.757.970,8.374.153.044.434.270,14.327.142.217.886.000,1
2014-02-24,8.259,82.821,8.191,82.334,4.333.826.835.795.080,8.290.480.152.790.240,8.367.606.391.204.770,14.135.475.003.450.800,1
2014-03-03,82.307,8.301,82.036,8.295,4.727.292.374.562.170,8.291.082.799.084.870,836.422.934.975.339,138.670.391.682.972,0
2014-03-10,8.294,83.794,8.291,83.572,50.974.868.881.393.000,8.299.898.425.873.550,8.363.902.403.253.230,13.536.250.766.775.300,0
2014-03-17,83.581,8.398,8.328,8.364,5.137.679.211.067.380,830.844.530.242.375,8.363.906.942.636.800,1.315.695.680.300.970,0
2014-03-24,83.636,83.918,824,82.599,4.525.948.292.636.180,8.301.972.595.433.910,8.359.069.410.421.130,13.683.858.392.481.900,0
2014-03-31,8.261,8.313,8.241,8.261,4.533.355.268.628.790,8.296.509.582.709.390,8.354.508.042.494.570,13.327.294.561.094.200,0
2014-04-07,8.265,83.092,823,8.275,46.328.940.330.451.800,8.293.641.638.348.140,8.350.809.994.006.450,13.038.050.451.442.300,0
2014-04-14,82.766,8.283,82.137,82.232,43.194.996.250.794.500,8.284.249.419.901.720,8.344.874.645.448.010,1.278.498.010.258.350,0
2014-04-21,8.229,82.449,8.197,8.237,44.276.459.067.210.400,827.794.949.724.816,8.339.857.220.078.330,12.267.250.810.232.100,0
2014-04-28,8.234,82.562,81.998,82.201,43.191.981.850.526.200,8.270.236.230.948.400,8.334.287.116.818.870,11.904.525.701.029.500,0
2014-05-05,82.171,82.477,81.596,8.161,3.954.430.038.113.810,8.255.671.400.155.280,8.326.227.250.920.320,11.905.343.290.348.100,0
2014-05-12,8.161,8.182,81.265,814,38.306.356.056.124.200,8.240.248.546.801.240,8.317.565.518.319.380,11.570.494.785.037.700,0
2014-05-19,81.437,81.579,8.082,80.931,3.562.410.508.355.830,822.062.874.056.108,8.307.125.261.653.360,11.476.175.985.475.200,0
2014-05-26,80.948,81.514,80.848,8.133,3.950.500.759.374.980,820.894.490.848.627,8.299.026.412.274.130,1.118.908.782.811.330,0
2014-06-02,81.335,81.494,8.066,8.121,3.874.842.466.413.480,8.197.218.920.688.100,8.290.746.114.028.820,11.138.767.806.380.200,0
2014-06-09,8.117,8.122,79.696,79.701,3.076.843.290.063.990,8.166.936.397.929.680,8.275.832.341.283.300,11.904.789.988.501.500,0
2014-06-16,7.973,8.021,79.595,79.867,3.241.730.670.786.320,8.142.904.878.205.720,826.238.432.540.966,11.581.493.222.979.800,0
2014-06-23,7.984,80.311,79.767,80.088,3.464.885.021.719.290,8.125.024.227.778.290,8.250.589.705.623.160,1.120.974.833.943.060,0
2014-06-30,8.008,80.261,7.915,792,3.031.710.445.480.750,8.097.687.664.074.520,8.235.213.440.245.340,11.527.743.709.513.100,1
2014-07-07,7.921,7.967,7.914,79.448,32.842.290.639.630.500,8.077.302.642.197.920,8.221.705.838.373.460,1.114.742.160.489.050,1
2014-07-14,7.951,79.793,7.888,79.169,31.461.024.752.658.400,8.055.915.623.238.190,8.207.528.822.635.160,11.211.390.977.032.300,1
2014-07-21,79.176,79.373,7.872,79.103,31.127.511.828.196.900,803.650.020.680.644,819.370.422.623.353,11.008.910.587.993.500,1
2014-07-28,79.066,79.834,79.036,79.808,38.613.398.675.628.300,8.029.073.512.565.580,8.183.801.704.083.130,1.084.647.090.977.870,0
2014-08-04,79.799,79.968,79.172,79.883,3.936.840.966.788.930,8.023.637.044.223.500,8.174.708.601.567.630,10.774.022.145.583.500,0
2014-08-11,79.899,80.346,79.326,80.076,4.136.690.542.496.390,802.149.877.166.037,816.693.610.847.147,10.890.186.237.113.500,0
2014-08-18,8.008,80.271,79.687,79.723,388.449.308.535.723,8.014.938.935.438.980,8.157.883.266.216.980,10.680.331.711.587.400,0
2014-08-25,7.974,79.782,791,7.916,3.516.287.463.559.200,8.001.747.077.380.450,8.146.632.881.741.770,10.603.375.717.856.600,0
2014-09-01,79.121,8.013,7.891,79.855,4.241.887.507.895.210,7.999.580.800.396.390,8.139.138.329.102.620,10.851.562.996.978.300,0
2014-09-08,79.866,80.635,79.405,7.973,4.151.890.244.218.590,7.996.036.693.676.870,8.131.410.964.958.310,11.194.182.437.698.800,0
2014-09-15,797,8.007,7.809,7.872,3.504.844.536.001.070,7.979.498.467.853.290,8.119.345.338.681.180,12.324.566.415.188.000,1
2014-09-22,78.707,7.888,77.853,78.032,31.452.626.825.729.300,7.955.992.005.472.850,8.104.640.904.323.910,12.485.233.426.805.500,1
2014-09-29,7.804,7.859,77.668,7.837,3.498.183.026.025.810,7.940.126.404.743.130,8.092.192.490.169.310,1.238.376.615.677.130,0
2014-10-06,7.838,7.896,7.829,78.571,3.705.720.229.174.740,7.929.056.217.444.050,8.081.257.955.742.830,12.078.888.428.646.100,0
2014-10-13,7.854,80.264,78.519,792,4.317.048.450.001.120,7.927.848.721.784.840,8.073.757.585.708.280,12.700.806.687.818.300,1
2014-10-20,79.228,79.411,7.867,7.877,40.289.612.355.832.200,7.921.068.892.213.530,8.064.606.070.093.940,12.529.924.885.995.200,1
2014-10-27,78.782,79.091,7.822,7.827,3.718.246.749.960.320,790.852.637.325.173,8.053.554.624.973.290,12.504.123.439.475.000,1
2014-11-03,7.827,78.635,7.799,7.843,38.808.736.903.551.200,7.899.789.523.484.830,8.043.761.386.602.440,12.174.705.962.459.900,1
2014-11-10,7.846,7.997,78.023,79.905,51.320.406.846.761.200,7.911.884.253.686.850,8.041.284.112.806.980,12.836.858.458.941.800,0
2014-11-17,7.991,8.038,79.012,7.908,45.692.840.431.739.400,7.911.366.353.195.270,8.035.084.851.746.190,1.327.993.286.825.520,0
2014-11-24,79.078,7.969,78.987,7.965,49.789.506.972.561.800,791.851.750.610.257,8.031.825.091.199.860,12.873.555.901.606.200,0
2014-12-01,79.628,7.976,78.396,7.898,45.449.528.831.835.000,7.915.781.838.622.220,8.025.600.668.353.350,1.328.900.938.602.730,0
2014-12-08,78.975,79.536,7.844,79.214,4.718.119.443.437.970,791.653.092.680.593,8.020.754.125.639.240,13.291.623.682.150.100,0
2014-12-15,79.237,8.001,78.157,78.222,4.120.895.003.799.920,7.903.953.469.898.470,8.011.519.050.028.110,14.190.814.804.249.300,0
2014-12-22,7.821,7.867,78.149,7.824,4.135.401.163.907.530,7.893.293.007.245.340,800.279.723.374.774,1.364.979.632.543.990,0
2014-12-29,78.226,78.522,7.745,78.148,40.799.896.120.622.600,7.882.827.272.945.960,7.994.053.176.364.120,136.695.581.630.199,0
2015-01-05,78.154,78.554,77.866,78.147,40.793.497.734.161.100,7.873.743.636.553.160,7.985.711.168.161.140,13.322.175.064.948.800,0
2015-01-12,78.141,78.291,75.976,7.636,31.336.201.420.360.900,7.842.044.485.012.740,7.969.445.532.432.710,1.482.558.575.208.340,0
2015-01-19,7.635,77.124,7.404,74.227,2.414.177.422.001.660,7.786.131.887.011.040,7.944.015.507.668.400,17.129.945.461.103.000,0
2015-01-26,74.265,7.535,74.265,7.495,30.007.646.397.680.300,774.731.430.207.624,7.923.131.065.451.260,16.823.175.452.813.100,0
2015-02-02,7.494,75.805,741,7.425,27.768.765.870.474.300,7.704.339.061.799.400,7.899.962.178.686.090,17.409.005.293.360.700,0
2015-02-09,74.236,74.586,73.719,73.978,26.928.030.867.057.800,7.663.467.186.892.820,7.876.605.798.282.080,17.062.063.199.693.000,0
2015-02-16,7.399,74.426,734,7.395,2.683.795.141.751.760,7.627.671.561.973.770,785.420.552.859.455,1.684.036.032.843.580,0
